Designator,Mid X,Mid Y,Rotation,Layer
D1,69.18,-49.665,0.0,top
H1,76.4,-100.515,0.0,top
J1,28.65,-30.53,0.0,top
J2,50.8,-30.48,0.0,top
R1,62.355,-47.69,0.0,top
R2,62.355,-50.64,0.0,top
R3,62.355,-53.59,0.0,top
